Cycle,ChargingCapacity,DischargingCapacity,ChargingVoltage,DischargingVoltage,ChargingTemp,DischargingTemp,ChargingTime,DischargingTime
60,561.5319859533353,-588.1173065952115,4.1998525,2.6998951,40.837788,41.374504,736428.5774943136,736428.545902155
61,559.0240164641148,-585.5603691386312,4.1999307,2.7000136,40.862762,41.474392,736436.6656502454,736436.6342033591
62,558.9932350188666,-585.7463794615072,4.1998906,2.7002141,40.725437,41.387009,736443.5209312551,736443.4894831685
63,557.2408422441746,-584.1518310216064,4.1998506,2.6997731,40.737942,41.387009,736450.3730782014,736450.3417288574
64,554.0352644300469,-581.2757619596863,4.1999707,2.6997731,40.825283,41.524292,736459.5392581342,736459.5080897086
65,554.4326746213887,-581.6547783101196,4.2000108,2.6998935,40.775379,41.449417,736466.386976021,736466.3557856587
66,552.5936740321791,-580.0334389678039,4.1997705,2.6998532,40.80035,41.399475,736473.2307867262,736473.1997007035
67,550.9885335174934,-577.6338801898363,4.1999726,2.699935,40.80035,41.399475,736490.5442740856,736490.5132822712
68,550.4593525596042,-577.5893924134589,4.199852,2.7000153,40.775379,41.436913,736497.3811972175,736497.3502328156
69,549.1350762103983,-576.416770813853,4.2000527,2.7001758,40.850254,41.362038,736504.2137683181,736504.1828784941
70,545.1952021221653,-573.0979789577467,4.1999321,2.7000954,40.775379,41.499325,736515.7599926204,736515.7293261555
71,545.1952021221653,-573.0979789577467,4.1999321,2.7000954,40.775379,41.499325,736515.7599926204,736515.7293261555
72,545.2029575675828,-574.9714659926825,4.199852,2.6998549,40.737942,41.461884,736522.6441943707,736522.6135262715
73,543.6705120329285,-572.0375640082297,4.1997318,2.7001355,40.787846,41.449417,736529.468638228,736529.438055733
74,541.9178534255642,-570.436583787218,4.2000928,2.7001355,40.775379,41.511826,736536.2911344034,736536.2606504216
75,539.6733627491049,-568.267859513994,4.1999497,2.699832,40.762875,41.449417,736543.5187185486,736543.4883615258
76,538.7682346467591,-567.7929103307428,4.1999497,2.7001929,40.787846,41.349533,736550.3368448012,736550.3065380212
77,537.5784986630249,-566.7532309264086,4.1999898,2.6997919,40.762875,41.374504,736557.1523544699,736557.1221146034
78,534.7154670857103,-564.2265724626601,4.199789,2.7000725,40.762875,41.411942,736564.7366407663,736564.706562549
79,534.7317288957756,-564.3176975749817,4.199789,2.6999924,40.787846,41.374504,736571.5495581784,736571.5194780856
80,533.2962153664076,-563.0464545433011,4.199749,2.7000725,40.675533,41.374504,736578.3587572022,736578.3287584835
81,529.4571383120897,-560.0135969052836,4.20011,2.7001529,40.837788,41.549267,736586.683530449,736586.6537487063
82,530.5961183990717,-560.6495828680589,4.1999097,2.6999924,40.762875,41.374504,736593.4895285969,736593.4596823255
0,718.741297925537,-734.8189656975843,4.199935,2.699652,40.272949,40.946712,735954.8976313377,735954.8572366391
1,709.5681071291199,-726.6220579061855,4.1998949,2.6999323,40.235508,40.884304,735962.059079563,735962.0191952924
2,704.9058163403389,-722.1571400208163,4.1998148,2.6999323,40.210575,40.909275,735969.2092310463,735969.1696049271
3,702.3456149198066,-719.2156200035366,4.1998296,2.7001479,40.247974,40.884304,735977.8726077869,735977.833130785
4,697.1368473715753,-714.5823074647996,4.1998296,2.7000675,40.210575,40.934246,735985.0034862059,735984.964304307
5,693.5280529826321,-711.1216758331502,4.1999502,2.7000275,40.260483,40.934246,735992.1267251556,735992.087743135
6,690.2526227546354,-708.0616104027846,4.1998296,2.7001479,40.148167,40.934246,735999.2424874206,735999.2036837677
7,687.9312178554381,-705.4509534216545,4.1999207,2.6998377,40.260483,40.946712,736006.8702807939,736006.8315561115
8,683.9562011113857,-701.9102314870742,4.1998806,2.7002387,40.310383,40.896809,736013.9748340315,736013.9363345323
9,681.1490369562412,-699.2549903478053,4.1998005,2.6999981,40.185604,40.934246,736021.0730200738,736021.034678587
10,678.4389754590828,-696.6637550136685,4.1997204,2.6999981,40.223042,40.809467,736028.1652181039,736028.1270282211
11,675.6869704751757,-693.9847933360154,4.1998405,2.699918,40.260483,40.984154,736035.2515205906,736035.2134857079
12,672.6909481645915,-691.2011130181581,4.1998005,2.6999981,40.285416,40.934246,736042.3318956431,736042.2940285649
13,669.6118516598985,-688.2824454375678,4.1999207,2.7000782,40.235508,40.884304,736049.4060537659,736049.3683595408
14,666.6693579710898,-685.4468687684393,4.2000809,2.7001183,40.260483,40.909275,736056.4741321868,736056.4366031914
15,,,,,40.260483,,736056.4741321868,736056.4366031914
16,661.0438750956963,-679.5110214082981,4.2000775,2.6999547,40.372757,41.096428,736071.6272956618,736071.590086734
17,,,,,40.372757,,736071.6272956618,736071.590086734
18,654.8732928540276,-674.0054456104837,4.1999173,2.6999147,40.410194,41.034054,736088.8274005578,736088.7905398314
19,651.5763009192572,-670.6497832609933,4.2000613,2.7001791,40.272949,40.971645,736096.6024812268,736096.5658052458
20,648.0620407410753,-667.3525808571167,4.200026,2.6998632,40.223042,40.946712,736104.6017779699,736104.565298035
21,645.0273202361824,-665.2355876842753,4.1996255,2.7001038,40.297916,41.04652,736111.6454814821,736111.6091748853
22,641.9561587872146,-661.5433404840155,4.1999202,2.7000377,40.397728,40.99662,736119.7260241666,736119.6898903013
23,639.1817874060634,-659.7519802009176,4.1999202,2.7000377,40.347824,41.083961,736126.7603382951,736126.7243611261
24,636.146987355567,-656.2873914063993,4.1998954,2.7001731,40.372757,41.096428,736134.7111549281,736134.6753489726
25,633.5869444285584,-654.6501051945633,4.2000155,2.6999326,40.435165,41.071495,736141.7362709641,736141.7006102161
26,630.2719502065734,-650.3893528573778,4.1999078,2.7001457,40.460098,41.171303,736151.9033816365,736151.8679073568
27,628.4404882446424,-649.6653133077699,4.200068,2.7000253,40.385223,41.071495,736158.919036055,736158.8836644732
28,625.6947332317742,-647.1329168947415,4.1997876,2.7000253,40.435165,41.133865,736165.9375775803,736165.902360971
29,621.4573128423089,-642.1348249865453,4.1998277,2.7000654,40.372757,41.083961,736177.8588276156,736177.8238494424
30,620.0355903464084,-641.7052831471693,4.1998277,2.6998651,40.385223,41.146332,736184.8611068034,736184.8262098762
31,617.0226657589787,-638.9952205493706,4.1999478,2.7001057,40.460098,41.183769,736191.8669455783,736191.8322179775
32,613.529064392273,-634.9703545346578,4.1999078,2.7000253,40.497536,41.108894,736200.8485688957,736200.8140384008
33,611.8853332623833,-634.2086228227167,4.1997876,2.7000253,40.372757,41.058987,736207.8392046611,736207.8047655596
34,,,,,40.372757,,736207.8392046611,736207.8047655596
35,606.7991489488695,-627.7048777025079,4.1999741,2.6999314,40.335316,41.133865,736223.6728334791,736223.6386797017
36,606.1075187611355,-628.1200744890406,4.2000542,2.7000515,40.360291,41.096428,736230.6465778073,736230.6124635966
37,602.0501712794936,-626.1354826394687,4.199894,2.6996908,38.601017,41.932411,736237.6265557162,736237.5926703457
38,599.804125769962,-621.1583132684733,4.1997738,2.6999314,40.372757,41.146332,736249.7988781249,736249.7651198244
39,599.062711397054,-621.4628930235764,4.1998539,2.7000916,40.410194,41.108894,736256.7631458244,736256.7294283564
40,596.8222385493266,-619.5183548363003,4.2002144,2.7000115,40.472565,41.20874,736263.7365754789,736263.7029849899
41,593.1072435700955,-615.5350095355564,4.1998539,2.6998913,40.435165,41.171303,736272.5186462454,736272.4852655675
42,591.9062524962668,-614.8821184840259,4.1998148,2.6999724,40.397728,41.171303,736279.7165789073,736279.6832648083
43,589.1572257318285,-612.8973459219055,4.199935,2.7000124,40.422661,41.158836,736286.6661806576,736286.6330211587
44,586.90617990074,-610.9128049558445,4.2000551,2.6999724,40.372757,41.171303,736293.6192921954,736293.5862584811
45,583.6450163602024,-607.28245491411,4.1996942,2.7000926,40.497536,41.108894,736301.5882463148,736301.5553975698
46,582.6071782655945,-606.9661398070712,4.1997347,2.699852,40.397728,41.121399,736308.5285288153,736308.4957375937
47,,,,,40.397728,,736308.5285288153,736308.4957375937
48,578.5371559859686,-603.2893260278694,4.1998615,2.6998186,40.472565,41.196236,736324.5778674308,736324.5453057999
49,,,,,40.472565,,736324.5778674308,736324.5453057999
50,540.1406011361898,-565.6961522931484,4.1998305,2.7001085,40.435165,41.420822,736348.7803478842,736348.7499454471
51,544.1508260616624,-577.9189479132826,4.1999507,2.699908,40.360291,41.395889,736355.6758906298,736355.6452631024
52,543.2743302246569,-575.4802012975294,4.2001452,2.7000628,40.77203,41.68285,736367.7707053957,736367.7401260744
53,546.5392956914469,-580.878875800554,4.1997848,2.6999424,40.697151,41.607975,736374.6535315316,736374.6227688169
54,546.5661247950405,-581.026022733551,4.1999049,2.7001429,40.597343,41.583042,736381.530673343,736381.4999077829
55,541.5460386269837,-575.9512937736342,4.2000651,2.7000628,40.659752,41.732754,736394.0580257638,736394.0275445952
56,544.325896470876,-578.8701634543729,4.2000651,2.7000227,40.634785,41.632946,736400.9286140843,736400.8979753278
57,543.3293544748332,-578.0391777470296,4.1999049,2.6999824,40.634785,41.595509,736407.792844616,736407.7622623773
58,541.0781344591743,-575.294154472195,4.1999049,2.6998622,40.672218,41.670383,736414.8594018634,736414.8289476786
59,539.873856048689,-574.6726428197767,4.1998248,2.7000227,40.70966,41.68285,736421.7179956291,736421.6876082588
60,538.0126744202508,-573.0003167713386,4.2000251,2.7001028,40.634785,41.607975,736428.5718942382,736428.5416111172
61,531.7941460643989,-567.463746839281,4.1997972,2.699995,40.809467,41.795166,736436.6673187593,736436.6373866554
62,535.3074075393235,-570.4755641019322,4.1999178,2.7000754,40.634785,41.707825,736443.5155828565,736443.4854524165
63,533.4260004740635,-568.8010284364556,4.2001181,2.7001555,40.622318,41.558071,736450.358907555,736450.3288819382
64,526.255781204539,-562.7251821399774,4.200038,2.6998749,40.759563,41.857533,736459.5409838054,736459.5113649447
65,530.2883048969014,-565.7941735212776,4.1999178,2.699955,40.697151,41.707825,736466.3793601508,736466.3495126385
66,528.0916532404514,-563.8357095455017,4.1999979,2.7002356,40.759563,41.583042,736473.2111450784,736473.181420644
67,529.1747535864461,-561.4334759774204,4.1999302,2.7000074,40.821934,41.782658,736490.5469158426,736490.5171333036
68,529.2633184395921,-564.0030095218641,4.2000504,2.7000475,40.784496,41.68285,736497.3797592471,736497.3499707418
69,527.0825452443813,-562.1277485994194,4.1998897,2.6998072,40.70966,41.707825,736504.2029299053,736504.1732646144
70,519.7201222548049,-556.2119202810296,4.1999302,2.6999273,40.821934,41.770191,736515.7612687084,736515.7320185883
71,520.7728065731033,-556.3346788557027,4.1997695,2.7000074,40.77203,41.695316,736522.6662050672,736522.6368959495
72,520.644083452423,-556.887525681366,4.1998496,2.7000475,40.784496,41.720291,736529.4775132148,736529.4482115724
73,520.4910665838386,-557.1166198494262,4.1996093,2.7002881,40.77203,41.670383,736536.2856156683,736536.2563208584
74,475.4615621634386,-501.4350458651225,4.1998096,2.7000475,40.784496,41.607975,736543.7260224537,736543.699262218
75,524.5923459845818,-562.233702061415,4.1998496,2.6998472,40.747059,41.545605,736550.5454215694,736550.5158965198
76,520.708630040836,-558.6320678634678,4.1998897,2.6999273,40.747059,41.632946,736557.3698586021,736557.3405518987
77,505.7172067723219,-544.914770679986,4.1999702,2.7002881,40.809467,41.807632,736564.743624398,736564.7151628891
0,718.7631395299276,-735.119595112905,4.1998329,2.6998932,40.072475,40.559284,735954.898855509,735954.8585287016
1,709.773752809004,-726.6872270437656,4.1999531,2.6999333,40.159855,40.571751,735962.0607744477,735962.0209526815
2,705.5003496343891,-722.7328355075854,4.2001538,2.7000134,40.172321,40.571751,735969.2127574165,735969.1731706306
3,703.179715527476,-720.2066836195169,4.1997614,2.6997411,40.197292,40.596722,735977.8733996527,735977.8339454818
4,698.6793038556247,-716.0503279000582,4.1998816,2.6999819,40.159855,40.546776,735985.007491172,735984.9682932777
5,695.5755666377021,-713.0840304729683,4.2000017,2.7001824,40.172321,40.546776,735992.1351082466,735992.096084233
6,692.6804139407959,-710.0583119725138,4.1999216,2.7002225,40.122375,40.509342,735999.2566185936,735999.2177540103
7,690.9952733899265,-708.5077117739089,4.199842,2.6999826,40.197292,40.571751,736006.8707583355,736006.8318752178
8,687.6160393374396,-705.5725275613336,4.2000427,2.6999826,40.197292,40.609188,736013.9754618411,736013.9367715019
9,685.1340395459562,-703.2127351410794,4.1999626,2.7001431,40.134884,40.521809,736021.0747539165,736021.0362033605
10,682.7033126399366,-700.8922491815016,4.1999226,2.6999426,40.209759,40.521809,736028.1685421458,736028.1301282308
11,680.3608812850377,-698.6703028506131,4.2000427,2.7002232,40.247196,40.634159,736035.2570131383,736035.2187309874
12,677.9297546952447,-696.3460284543626,4.1999626,2.7000227,40.122375,40.621693,736042.3408843242,736042.3027383989
13,675.3622352245551,-693.9320435294495,4.1997619,2.6999826,40.134884,40.646626,736049.4193710728,736049.3813693825
14,672.7948973098858,-691.4782753365478,4.199842,2.7001431,40.159855,40.534309,736056.4927992217,736056.4549417545
15,,,,,40.159855,,736056.4927992217,736056.4549417545
16,667.860750732734,-686.4039761027119,4.1999569,2.6999369,40.284672,40.684105,736071.6279549327,736071.5903767665
17,,,,,40.284672,,736071.6279549327,736071.5903767665
18,661.9469030268589,-681.1264227231039,4.1997962,2.6998568,40.322113,40.746513,736088.828110317,736088.790867417
19,659.0533480837539,-678.2317768750305,4.1998663,2.7000468,40.222263,40.65913,736096.60321475,736096.5661331485
20,656.1259535114813,-675.4148558999498,4.1997485,2.699929,40.134884,40.584217,736104.6025690115,736104.5656507805
21,653.263523338667,-673.3918106771276,4.1998286,2.7000494,40.23473,40.559284,736111.6398394575,736111.6030851575
22,650.3072266254272,-669.9072324045648,4.2000251,2.6999252,40.297138,40.684105,736119.726825868,736119.6902373591
23,647.5960743479478,-667.9872304226006,4.1997447,2.7001257,40.334579,40.684105,736126.7554275959,736126.7189926984
24,645.107360001024,-665.1830232248433,4.1997476,2.7001688,40.272167,40.734005,736134.7120312614,736134.6757363267
25,642.2626477255825,-663.1787555105219,4.1998277,2.6999283,40.309605,40.734005,736141.7317444914,736141.6956111351
26,639.4436417116023,-659.6375677156237,4.1999888,2.6998887,40.347084,40.721539,736151.9042196388,736151.8682441277
27,637.2262217119649,-658.3707894367438,4.1999087,2.6998887,40.372017,40.65913,736158.9142344228,736158.8783843857
28,634.4764265170153,-655.8547865798171,4.1999087,2.7001693,40.372017,40.783951,736165.9324547653,736165.8967597793
29,631.2939332858479,-651.9694142612814,4.1997881,2.6997683,40.297138,40.746513,736177.8597259374,736177.8242112387
30,629.3235018324585,-650.9774306129659,4.1998281,2.7001293,40.396988,40.833893,736184.8560312921,736184.8206269025
31,626.7830689711067,-648.7293266569452,4.1999087,2.7000492,40.396988,40.734005,736191.8614027873,736191.8261412567
32,623.7088201648356,-645.0933332983059,4.1999488,2.7001293,40.396988,40.846359,736200.8494853795,736200.8143981439
33,,,,,40.396988,,736200.8494853795,736200.8143981439
34,,,,,40.396988,,736200.8494853795,736200.8143981439
35,617.4528684451836,-638.1805844078301,4.1998758,2.7004573,40.272167,40.65913,736223.6737321643,736223.6389947063
36,615.911979257036,-637.7480160822042,4.1999559,2.6998959,40.322113,40.709038,736230.6415668514,736230.6069172734
37,612.2898770856086,-635.89805559061,4.1999559,2.7002568,38.936558,41.445522,736237.6224371883,736237.5879916357
38,611.157118682434,-632.3420224158799,4.1999159,2.7000163,40.334579,40.783951,736249.7998560393,736249.7654755467
39,609.5205118533969,-631.7149177351412,4.1998758,2.6998158,40.35955,40.783951,736256.760803671,736256.7265136967
40,607.1033436763611,-629.6603428366021,4.1998758,2.7000563,40.35955,40.821388,736263.7316429862,736263.6974893035
41,604.5793552813755,-626.6624752776828,4.1997957,2.6998158,40.44693,40.821388,736272.5196426157,736272.4856322365
42,603.0115005746461,-625.6675662566968,4.1999469,2.6999269,40.384521,40.821388,736279.7175998911,736279.6836762272
43,600.4328458881564,-623.802889529931,4.1999068,2.6999669,40.409492,40.75898,736286.6652106321,736286.6314328864
44,598.2719965298292,-621.8625686928474,4.1999068,2.6998065,40.334579,40.734005,736293.6233932484,736293.5897362434
45,595.341309710907,-618.4472051369663,4.1998663,2.7001274,40.372017,40.783951,736301.5891892152,736301.5556982758
46,593.3874599997288,-617.397062827596,4.1999068,2.6998465,40.372017,40.721539,736308.5271389361,736308.4937570232
47,,,,,40.372017,,736308.5271389361,736308.4937570232
48,589.3170987658963,-613.8286055479532,4.1997929,2.7001338,40.372017,40.808922,736324.5750323681,736324.541879784
49,,,,,40.372017,,736324.5750323681,736324.541879784
50,584.5440061324972,-608.9248500447693,4.2000256,2.7000859,40.334579,40.846359,736348.7771419977,736348.7442557921
51,582.3691352973802,-607.559576722663,4.1999855,2.7001259,40.272167,40.783951,736355.6709315833,736355.6381687784
52,580.2034366532152,-604.4512359157004,4.1998696,2.6997695,40.459396,40.883797,736367.7689057916,736367.7362636948
53,579.2706408033243,-604.3593651956008,4.1999497,2.7000904,40.434425,40.833893,736374.6573739297,736374.6247853423
54,577.1580542297907,-602.5054696849569,4.1998696,2.7002509,40.384521,40.771484,736381.5428868997,736381.5104168118
55,574.2643660177985,-599.4989362373487,4.1997495,2.6998899,40.521809,40.908768,736394.0564030369,736394.0240962295
56,573.836394326867,-599.6266429328138,4.1999097,2.6998899,40.421959,40.883797,736400.9357399598,736400.9034566012
57,571.993239701155,-597.9470266185133,4.1999097,2.7000103,40.434425,40.883797,736407.8121244702,736407.7799451274
58,569.9563823112692,-595.6181045337796,4.1997094,2.7000504,40.546776,40.971176,736414.8575749977,736414.8255111161
59,567.7289925591532,-594.1606611276211,4.1998696,2.7000904,40.421959,40.896301,736421.727424643,736421.6954855871
60,565.7341881581184,-592.2878485063985,4.1997895,2.7001305,40.496876,40.858826,736428.5940998245,736428.5622730877
61,562.8485649205356,-589.3378363478698,4.199832,2.7003334,40.671597,41.071026,736436.6656500648,736436.6339848962
62,562.1106181763713,-588.8489304022828,4.1999521,2.7000127,40.484367,41.046093,736443.5253645552,736443.4937415499
63,560.2828756706916,-587.1626914231025,4.1999521,2.6998119,40.609188,40.971176,736450.382021191,736450.3505008054
64,557.7023096802334,-584.8877045881585,4.2001128,2.7000127,40.721539,41.145939,736459.5396566481,736459.5082832827
65,557.3780737668898,-584.6155005204129,4.199872,2.7001729,40.621693,41.095997,736466.3908651043,736466.359509263
66,555.605335234826,-582.9967982685885,4.2001529,2.7000127,40.609188,41.108505,736473.2384867708,736473.2072316372
67,556.1283910736762,-582.4711285638903,4.1999588,2.7002597,40.709038,41.120972,736490.5447745278,736490.513490123
68,555.6865693176168,-582.6697890370449,4.1999588,2.699939,40.609188,41.095997,736497.3869225971,736497.3556636932
69,553.9327553975932,-581.1245224090237,4.1998386,2.6998987,40.596722,41.08353,736504.2257508588,736504.1945913038
70,551.0498874523112,-578.701182313585,4.200079,2.6999791,40.634159,41.18338,736515.7604970348,736515.7295001971
71,551.1722640103184,-580.2683002516004,4.1999588,2.6998587,40.596722,41.095997,736522.6508290326,736522.6198252969
72,549.4368309830695,-577.6091745887383,4.200079,2.6997385,40.684105,41.108505,736529.4835028303,736529.4525968055
73,547.6232288894925,-575.9966217167189,4.1998386,2.7000191,40.634159,41.133438,736536.3134366864,736536.2826312004
74,545.7595240120578,-574.0759611343926,4.2000389,2.699939,40.634159,41.133438,736543.519145669,736543.4884460443
75,544.3290846505059,-573.0825077442627,4.1998787,2.699939,40.609188,41.095997,736550.3450141685,736550.3143942129
76,542.6947330667623,-571.5622067833184,4.1998386,2.6998587,40.684105,41.145939,736557.1682065352,736557.1376792016
77,540.5556469268324,-569.8652392499695,4.1999588,2.7001395,40.684105,41.108505,736564.7371024028,736564.7066959634
78,539.8710663800355,-569.3134736610447,4.2000389,2.699939,40.571751,41.021122,736571.5564620566,736571.5260934501
79,538.352942506507,-567.8694270267266,4.1999588,2.7001395,40.621693,41.071026,736578.3729750707,736578.3426920931
80,536.0941143807577,-566.4618704545966,4.1997986,2.7001395,40.709038,41.095997,736586.6840710578,736586.6539167017
81,535.9892378836468,-565.8573030034044,4.1999187,2.7000992,40.596722,41.033588,736593.4982290145,736593.468079343
0,721.1164843827853,-734.0756158938327,4.1998506,2.7001176,40.581879,41.405746,735954.8982675645,735954.8577345419
1,712.0679318298407,-725.6895677627597,4.1998906,2.6997566,40.507004,41.343338,735962.0687816766,735962.0287457579
2,706.9871122118395,-720.520947044064,4.1998906,2.6999974,40.569412,41.181042,735969.2278681428,735969.1881170908
3,703.2141196563043,-716.8993845363364,4.200058,2.699924,40.619316,41.218479,735977.8742526828,735977.8347156994
4,697.5632033832364,-711.6089577103882,4.199657,2.7000041,40.569412,41.218479,735985.0103769285,735984.9711599718
5,693.4313661446499,-707.5381360146926,4.1998572,2.7001245,40.594383,41.218479,735992.1367665115,735992.0977843844
6,689.3232259051073,-703.3674972372165,4.200098,2.699964,40.619316,41.218479,735999.2550780644,735999.2163162032
7,684.6806726656562,-701.7227474914652,4.2001958,2.6998613,40.594383,41.243454,736006.8703763239,736006.8318314956
8,680.5215711629673,-698.0057685756904,4.1998749,2.6999013,40.60685,41.230988,736013.972909965,736013.9345983752
9,676.9138722703382,-694.5155634312847,4.199995,2.7000217,40.644291,41.243454,736021.0681386254,736021.0300300202
